step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-critic/rewards/mean_step
150,0.04263448715209961,-1.0468075275421145,0.09238696098327635,0.08662629127502441,-1.0000042915344238
151,-0.10306096076965332,-1.038257360458374,-0.0918436050415039,-0.05043935775756836,-1
152,0.12279319763183594,-1.0547726154327393,0.15774297714233398,0.09650850296020508,-1
153,-0.049652814865112305,-1.0557985305786133,0.014397859573364258,-0.04199838638305664,-1.0000455379486084
154,0.024762868881225582,-1.0581254959106443,-0.05233287811279297,-0.020122766494750977,-1.0003178119659424
155,-0.05867791175842285,-1.0418174266815186,-0.03322291374206543,-0.001400470733642578,-1.0000860691070557
156,0.019632339477539062,-1.050079584121704,0.043213844299316406,0.06448698043823242,-1.0000011920928955
157,-0.013301610946655272,-1.0538933277130127,-0.052229881286621094,-0.02478504180908203,-1
158,-0.017893075942993164,-1.0522840023040771,0.06245160102844238,0.06824088096618652,-1.000002145767212
159,-0.007318973541259766,-1.0920934677124023,-0.07369327545166016,0.0041391849517822266,-1.000272274017334
160,0.009659290313720705,-1.110713243484497,0.025288105010986328,0.014385700225830078,-1.0002257823944092
161,0.08960676193237305,-1.137397050857544,0.04956245422363281,0.10602664947509766,-1
162,-0.009917497634887695,-1.1402208805084229,0.09837698936462402,0.06372737884521484,-1
163,0.008270978927612305,-1.1679418087005615,-0.002821207046508789,0.03764843940734863,-1
164,0.06480646133422852,-1.1355435848236084,0.08728671073913574,0.12184810638427734,-1.000023365020752
165,0.021067380905151367,-1.1577434539794922,0.059496164321899414,0.07528018951416016,-1.0007340908050537
166,0.030202627182006836,-1.117368221282959,0.046431541442871094,0.1378636360168457,-1.0000085830688477
167,-0.019941329956054688,-1.123936891555786,0.025754213333129883,0.06964969635009766,-1
168,0.09955382347106934,-1.087881088256836,0.1164114475250244,0.0978102684020996,-1
169,0.15692901611328125,-1.113800287246704,0.10455870628356934,0.15693020820617676,-1.0000195503234863
170,-0.011432409286499023,-1.0965571403503418,-0.025754213333129883,0.0631256103515625,-1.000148057937622
171,-0.010160207748413086,-1.0613811016082764,-0.023511648178100582,0.008332490921020508,-1.0000388622283936
172,-0.04987621307373047,-1.0382051467895508,-0.06752896308898926,-0.002171754837036133,-1
173,0.026838302612304688,-1.0465164184570312,0.05810689926147461,0.07383561134338379,-1.0000121593475342
174,-0.03079748153686523,-1.0422236919403076,0.002402782440185547,0.07123827934265137,-1.000091791152954
175,0.0773625373840332,-1.047276496887207,0.07093453407287598,0.15138745307922363,-1.00006365776062
176,-0.01816368103027344,-1.023730754852295,0.0008099079132080078,-0.043022871017456055,-1.0000054836273191
177,0.02855873107910156,-1.0318670272827148,0.06198835372924805,0.04589509963989258,-1
178,-0.019864320755004883,-1.0208473205566406,-0.004462480545043945,0.05274367332458496,-1.0000238418579102
179,0.02485203742980957,-1.015373706817627,0.08808588981628418,0.0514826774597168,-1.0003340244293213
180,0.05798840522766113,-1.0177209377288818,0.0972146987915039,0.1288306713104248,-1
181,0.0016796588897705078,-1.0171902179718018,0.005673408508300781,0.02838730812072754,-1
182,-0.07685327529907227,-1.0206575393676758,-0.022939205169677734,-0.06316018104553223,-1.0000057220458984
183,-0.058183908462524414,-1.0439355373382568,0.009503602981567385,-0.030049800872802734,-1.000499248504639
184,-0.023332834243774418,-1.0404458045959473,0.04762601852416992,0.06891369819641113,-1.000000238418579
185,-0.04094958305358887,-1.0446228981018066,-0.020806550979614254,0.02482271194458008,-1
186,0.0418093204498291,-1.0442619323730469,0.12918472290039062,0.14057374000549316,-1
187,-0.06441211700439453,-1.0645194053649902,0.014466047286987305,0.03146696090698242,-1.000063180923462
188,-0.11281871795654295,-1.0768513679504397,-0.052498817443847656,-0.04003477096557617,-1.0001983642578125
189,-0.0380246639251709,-1.0888683795928955,0.09156203269958496,0.0940232276916504,-1.000000238418579
190,-0.022562742233276367,-1.1122236251831057,-0.06066131591796875,0.029859542846679688,-1.0000064373016355
191,-0.058766841888427734,-1.069117307662964,-0.0019550323486328125,0.023520469665527344,-1.0000016689300537
192,0.04158735275268555,-1.0886423587799072,0.036014556884765625,0.09731650352478027,-1.0000920295715332
193,0.03846025466918945,-1.0872726440429688,0.07736587524414062,0.117600679397583,-1.0001134872436523
194,-0.08190441131591797,-1.056326150894165,-0.11893129348754884,-0.033446311950683594,-1
195,-0.030654191970825195,-1.039168119430542,0.02511382102966309,0.08589386940002441,-1.0000004768371582
196,-0.022369384765625,-1.0790953636169434,0.0026917457580566406,0.016352176666259766,-1.0000097751617432
197,0.0968012809753418,-1.098249912261963,0.10031747817993164,0.10176539421081544,-1.0001037120819092
198,0.004310846328735352,-1.102799892425537,0.08508014678955078,0.08387064933776855,-1.000030517578125
199,0.0895240306854248,-1.1218640804290771,0.14818263053894043,0.1591503620147705,-1.0000014305114746
200,0.036658525466918945,-1.129091501235962,0.12389087677001952,0.17788457870483398,-1.0000460147857666
201,-0.05756831169128418,-1.152169704437256,-0.017023086547851562,0.018164396286010746,-1.0000169277191162
202,0.0018131732940673828,-1.1126461029052734,-0.026162147521972656,0.07814502716064453,-1.000013828277588
203,-0.1124410629272461,-1.0910279750823977,-0.05736374855041504,-0.1003592014312744,-1.0000338554382324
204,-0.08242344856262207,-1.046027898788452,-0.06511712074279785,0.016574382781982422,-1.0000169277191162
205,-0.05674099922180176,-1.0370981693267822,-0.12402844429016112,0.009119749069213867,-1.0000054836273191
206,0.05506277084350586,-1.0219643115997314,0.03806781768798828,0.10762476921081544,-1.0000693798065186
207,-0.02796292304992676,-1.013115406036377,-0.04230690002441406,0.10937023162841795,-1.000033617019653
208,-0.15546393394470215,-1.0038666725158691,-0.11358880996704102,-0.037151336669921875,-1.0000112056732178
209,-0.0490260124206543,-1.0015881061553955,-0.05086398124694824,-0.021183252334594727,-1.0000102519989014
210,-0.05316948890686035,-1.002347707748413,-0.049510955810546875,0.07418966293334961,-1.0000100135803225
211,-0.06702637672424316,-1.0104925632476809,-0.018180370330810547,0.04274249076843262,-1.0000224113464355
212,-0.06855416297912598,-1.0058772563934326,-0.06014871597290039,0.004070758819580078,-1.000018835067749
213,-0.013907670974731444,-1.0036778450012207,0.006161928176879883,0.09507346153259276,-1
214,-0.03968405723571777,-1.003854751586914,-0.041376352310180664,0.04567456245422363,-1.0000333786010742
215,0.07378220558166504,-1.005011796951294,0.13547086715698242,0.15297746658325195,-1.0000927448272705
216,0.04453587532043457,-1.010392665863037,0.13182544708251953,0.13929510116577148,-1.000002145767212
217,0.057772159576416016,-1.0141746997833252,0.14263248443603516,0.10123872756958008,-1
218,-0.2692298889160156,-1.004767894744873,-0.21453142166137695,-0.18786931037902832,-1.0000321865081787
219,-0.055535078048706055,-1.0195658206939695,-0.01465916633605957,0.05593156814575195,-1.000091314315796
220,-0.050131797790527344,-1.0109097957611084,-0.00717473030090332,0.11606597900390624,-1.000002384185791
221,-0.00642085075378418,-1.0130188465118408,0.01371622085571289,0.05570554733276367,-1.0000004768371582
222,-0.05366992950439453,-1.0133123397827148,-0.03702974319458008,-0.012913227081298828,-1.0000476837158203
223,-0.06814742088317871,-1.0864648818969729,-0.12251424789428712,0.04863214492797851,-1.0000395774841309
224,0.05216670036315918,-1.017733812332153,0.10053515434265135,0.19240856170654297,-1.0000016689300537
225,-0.10413408279418944,-1.0135612487792969,-0.1219024658203125,-0.05762934684753418,-1.000002145767212
226,-0.03189396858215332,-1.011565923690796,-0.03361630439758301,0.09901738166809082,-1.0000298023223877
227,0.12739133834838867,-1.003885269165039,0.05967235565185547,0.215015172958374,-1.0000836849212646
228,-0.05685687065124512,-1.005835771560669,-0.02980947494506836,0.012820005416870115,-1.0000042915344238
229,-0.09312963485717772,-1.005220890045166,-0.051665306091308594,0.019916296005249023,-1.0000014305114746
230,-0.14930152893066406,-1.0052030086517334,-0.03514456748962402,-0.012727499008178713,-1.0000064373016355
231,-0.06122469902038574,-1.006330966949463,-0.06727838516235352,0.012741804122924805,-1.0000319480895996
232,-0.1529407501220703,-1.0065908432006836,-0.13000702857971191,-0.06488823890686035,-1.000042200088501
233,0.03261876106262207,-1.0064456462860107,0.11030101776123048,0.13625454902648926,-1.0000128746032717
234,0.02044987678527832,-1.0081405639648438,-0.07987093925476074,-0.020412921905517575,-1.0000004768371582
235,0.031172513961791992,-1.006575584411621,0.03948855400085449,0.09006190299987793,-1.000007152557373
236,0.026529550552368164,-1.0051751136779783,0.04495668411254883,0.13774442672729492,-1.000051498413086
237,0.027247905731201172,-1.003814935684204,0.06129813194274902,0.11622118949890135,-1.000009298324585
238,0.04472613334655762,-1.0060782432556152,0.11167168617248537,0.10035252571105956,-1.0000014305114746
239,-0.1617422103881836,-1.0042610168457031,-0.12189531326293944,-0.0825643539428711,-1.000013828277588
240,0.02442193031311035,-1.0535790920257568,-0.057206153869628906,0.0898280143737793,-1.0000429153442385
241,0.040786027908325195,-1.2143592834472656,-0.011004924774169922,0.12262797355651855,-1.0000076293945312
242,-0.09059786796569824,-1.1314802169799805,-0.07407140731811523,0.010033845901489258,-1.0000050067901611
243,-0.1153407096862793,-1.3541884422302246,-0.14226317405700684,-0.019084930419921875,-1.0000176429748535
244,0.00973653793334961,-1.2724065780639648,0.020344257354736328,0.07919573783874512,-1.0000388622283936
245,-0.057149410247802734,-1.2037465572357178,-0.012291431427001951,0.034555673599243164,-1.0000576972961426
246,-0.13258051872253418,-1.0848844051361084,-0.09770560264587402,0.0210268497467041,-1.0000054836273191
247,-0.0067408084869384766,-1.0529589653015137,0.022128582000732425,0.12485814094543456,-1.0000121593475342
248,-0.01889920234680176,-1.0238351821899414,-0.01213836669921875,0.03182816505432129,-1.0000104904174805
249,-0.09563875198364258,-1.010774850845337,-0.1003093719482422,-0.019611358642578125,-1.000037431716919
250,-0.1051938533782959,-1.006749153137207,-0.07236385345458984,-0.015795230865478516,-1.0000228881835938
251,0.1200885772705078,-1.0098319053649902,0.08505058288574219,0.16346192359924316,-1.0000133514404297
252,-0.10141348838806152,-1.0067851543426514,-0.07687616348266602,-0.03348135948181152,-1.0000028610229492
253,-0.05835247039794922,-1.0014116764068604,0.014931201934814451,0.08534955978393555,-1.0000014305114746
254,-0.010269403457641602,-1.0129811763763428,0.029917001724243164,0.10558223724365234,-1.00002121925354
255,-0.07975602149963379,-1.0202372074127195,-0.0818324089050293,0.03236699104309082,-1.000009536743164
256,-0.06909012794494629,-1.062330961227417,-0.04005622863769531,0.09446072578430176,-1.0000107288360596
257,0.03276681900024414,-1.054287672042847,0.03105640411376953,0.12954401969909668,-1.000025749206543
258,-0.07781267166137695,-1.1480505466461182,-0.03902530670166016,0.05953192710876465,-1.0000245571136477
259,-0.0911552906036377,-1.0788755416870115,-0.0724940299987793,-0.022404909133911133,-1.0000150203704834
260,-0.16455864906311035,-1.0548925399780271,-0.0705718994140625,-0.002388954162597656,-1.00000262260437
261,-0.06121063232421875,-1.0292491912841797,-0.030396223068237305,0.06644368171691895,-1.0000104904174805
262,0.03127336502075195,-1.013233661651611,0.006376504898071289,0.10765504837036131,-1.0000195503234863
263,-0.13901209831237793,-1.0283994674682615,-0.16486787796020508,-0.07582569122314453,-1.0000338554382324
264,-0.03062915802001953,-1.0063841342926023,-0.03241991996765137,0.1517038345336914,-1.0000298023223877
265,-0.06869626045227051,-1.0855746269226074,-0.004921674728393555,-0.010053396224975586,-1.000010967254639
266,0.013469934463500977,-1.000007390975952,0.006668567657470703,0.09328770637512208,-1.000007152557373
267,-0.014372825622558594,-1,-0.016783714294433594,0.06931066513061523,-1.0000057220458984
268,0.0669558048248291,-1,0.13717961311340332,0.15334820747375488,-1.000013828277588
269,-0.024085044860839844,-1,0.06777620315551758,0.15569019317626953,-1.000037431716919
270,-0.08826589584350586,-1.001765251159668,-0.028437376022338867,0.013946771621704102,-1.0000288486480713
271,-0.18181443214416504,-1.0031046867370603,-0.1620781421661377,-0.00400996208190918,-1.0000123977661133
272,-0.10964488983154295,-1.0006849765777588,-0.04701471328735352,0.07324886322021484,-1.000016450881958
273,-0.015403509140014648,-1.0002737045288086,0.01527094841003418,0.10426902770996094,-1.000002384185791
274,-0.08241677284240723,-1.0004405975341797,0.027957916259765625,0.005338907241821289,-1.0000088214874268
275,0.04891371726989746,-1.000495195388794,0.09908366203308104,0.10162949562072754,-1.000011920928955
276,-0.09366536140441896,-1.000554084777832,-0.1260368824005127,0.03786563873291016,-1.0000181198120115
277,-0.16494274139404297,-1.0002162456512451,-0.11821579933166504,-0.030362367630004883,-1.0000250339508057
278,-0.015300750732421877,-1.0002293586730957,-0.03043484687805176,0.09703660011291504,-1.0000183582305908
279,-0.01885843276977539,-1.00008225440979,-0.0027523040771484375,0.14478564262390137,-1.0000104904174805
280,-0.2179837226867676,-1.0000128746032717,-0.17219924926757812,-0.0921473503112793,-1.00001859664917
281,-0.12038397789001463,-1.0000240802764893,-0.1259634494781494,0.02754521369934082,-1.000017166137695
282,0.09728169441223145,-1.0000126361846924,0.11207079887390135,0.18513894081115723,-1.0000126361846924
283,-0.04624176025390625,-1.0000252723693848,-0.014682531356811523,0.09244680404663086,-1.0000147819519043
284,0.02424335479736328,-1.0001859664916992,-0.025666475296020508,0.05867767333984375,-1.0000195503234863
285,0.010586023330688477,-1.0004029273986816,0.05301856994628906,0.15578103065490723,-1.0000154972076416
286,-0.22011590003967285,-1.000248670578003,-0.12790274620056152,-0.016767501831054688,-1.0000193119049072
287,-0.11640310287475586,-1.0002832412719729,-0.13876986503601074,0.0677797794342041,-1.0000107288360596
288,-0.04034543037414551,-1.0003480911254885,-0.05692028999328613,0.10465097427368164,-1.000006914138794
289,-0.06362605094909668,-1.000483512878418,-0.024024248123168945,0.05538797378540039,-1.0000081062316897
290,-0.10070323944091795,-1.000396490097046,-0.08232688903808594,0.030584096908569336,-1.0000154972076416
291,-0.030474185943603516,-1.000316858291626,0.03608155250549317,0.13168764114379883,-1.0000081062316897
292,-0.0549776554107666,-1.000521183013916,-0.037731170654296875,0.05225539207458496,-1.000009298324585
293,-0.14715838432312012,-1.0005598068237305,-0.08148002624511719,-0.02380895614624023,-1.0000314712524414
294,-0.07974576950073242,-1.0006394386291504,-0.09677338600158691,0.02960348129272461,-1.0000154972076416
295,0.011937379837036133,-1.0004758834838867,0.06843042373657227,0.1035003662109375,-1.0000112056732178
296,-0.07639408111572266,-1.0001683235168457,-0.053429365158081055,0.05665779113769531,-1.0000321865081787
297,-0.11367630958557128,-1.0002667903900146,-0.11026811599731444,0.007811069488525391,-1.0000176429748535
298,-0.0408935546875,-1.0003750324249268,-0.07559895515441895,0.12864351272583008,-1.000011682510376
299,0.013798236846923828,-1.000922441482544,0.004380464553833008,0.16245651245117188,-1.000007390975952
300,-0.08289933204650879,-1.0006797313690186,-0.04776906967163086,0.10292983055114746,-1.000023365020752
