step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/g_A1_dot_A2_step
1,3.892780698511884e-05,1.0961715212102618e-05,6.524343861242e-05,0.00016358368893312091,0.00014073640539859263,0.00010542558243199082
2,5.714176089610828e-05,5.057417630045487e-05,0.00014765311487292495,5.703452582963091e-06,9.45592288906421e-05,7.806271543934716e-05
3,9.009812957785966e-05,1.7006044673993667e-05,2.7004905984285363e-05,-4.2540676956877356e-06,0.00011258913675663858,-6.3963804220775406e-06
4,5.196219150488917e-05,2.696843178434515e-05,4.4454684537919674e-05,7.644292831779164e-05,4.639169772401017e-05,-2.5145055717234097e-05
5,6.160802261927025e-05,3.9851672092845186e-05,4.5244312163277326e-05,0.0001285798871161477,8.986897303409469e-05,-1.6772676026294702e-05
6,0.00013043211619697838,-2.6587322137832897e-05,3.607996676709602e-05,3.457764488527106e-05,3.4548284864736483e-05,0.00014121152542284973
7,5.112981665205353e-05,0.00013776924473106003,0.0001281943633786695,0.00014549716297702404,3.5690856747491547e-08,-0.0001018472592538756
8,3.102071706258273e-05,-1.5680723815054218e-05,0.00018481310773468032,3.364645504417968e-05,6.928864351807488e-06,0.00018516542868856576
9,-4.1833826402052696e-05,0.00017589360340756,-2.6432647388997384e-05,0.0001560151055598292,0.00014072778561336166,5.1513430482205526e-06
10,-1.2587214547060847e-05,-6.712922230816649e-05,0.00013004498445003086,7.34928381764569e-05,7.401734885638267e-05,8.019916231821052e-06
11,-2.6171277460535227e-06,0.0001435558716586285,7.147748504731603e-05,6.978892578753061e-05,2.5514288546682987e-05,3.0355277155729112e-05
12,-0.0001916560481660741,9.32606585039758e-06,0.00022088312596097224,-6.389407179030279e-07,8.213283613672898e-05,3.620874040345536e-05
13,5.092096486007893e-05,1.2941110107502797e-06,6.302600055246945e-05,5.155118634088145e-05,6.968147000107441e-05,0.00013719527958438695
14,-3.837695717909194e-06,0.0002904829701449251,9.258498313688032e-05,5.770430025128815e-05,-8.122752003956961e-05,5.215379944394659e-05
15,-3.086888507554481e-05,-8.480632211559673e-05,0.00014229272432981526,2.2096420336911555e-05,0.00010657052733337904,-1.6968141742112436e-05
16,8.54934056546508e-05,0.00013778410216195731,0.00028762179863924594,0.00016876960319335207,-2.6448457718383887e-05,0.0002143283235120122
17,-3.641494751398454e-05,-5.3499226180297294e-05,-9.017405629738374e-05,-2.354940382065837e-05,0.00011036314592266876,5.732194415072696e-05
18,-0.0001796119940805145,-6.79090129153627e-05,-0.00011944290987950178,6.980803036601587e-05,-0.00013300478217001137,6.074768019499069e-05
19,-3.269728032066657e-05,8.432593710886076e-05,0.0003179134690884678,8.920437191139561e-05,5.552527730688372e-05,-2.528787258651979e-05
20,-7.857770066894931e-05,-8.675422873632306e-05,-4.9500799767006246e-05,-2.3647641067781673e-05,-4.939267370954325e-05,0.00011348491101642532
21,0.0001008566866011122,-0.00016371873337586726,-0.00025359670460700184,-0.00010961910218349056,-6.412218716487214e-05,2.117761514327884e-05
22,4.924395748384187e-05,0.00010144099166479363,0.00020361081807281631,-4.096010871266257e-05,1.9239718518305655e-05,0.00016445140309372864
23,0.00012861085616609115,-0.0003114024556048755,-0.0003419941956794073,0.00017466132024176643,-4.869273630114715e-05,3.611452293851062e-06
24,9.181704213256464e-05,2.937475106066501e-05,0.00013901296559842984,7.474278291819798e-08,1.765408323941153e-05,0.0002129495170934632
25,-8.542382038100786e-05,2.1289324013614342e-06,0.0001818928050431361,-5.60093769554283e-05,-0.0001357885959108714,-2.2706707621618215e-05
26,-0.00011007479920098424,-5.666902265141712e-05,-6.082808882349635e-05,-6.915531414943442e-05,3.29699413114947e-05,-0.00017603673732691048
27,-9.728273550880784e-05,0.00014061574239725028,0.0001360983592947247,-5.12097999252136e-05,1.5121238696327418e-05,6.597982063160005e-05
28,8.091247087282523e-05,-3.446144217584107e-05,-8.374988724600736e-06,9.404574790112916e-05,-0.0001304829684981712,0.00020687149491546667
29,4.46595314747075e-05,-0.0001903868499558361,-0.000340495259211816,-0.00012519756774410725,9.681724807735362e-06,-3.751327842760859e-05
30,-8.068005495628355e-05,0.00023976253811133376,-8.417504963567242e-05,-0.00013662039792554644,2.512565702618287e-05,3.587068234932944e-05
31,-2.649940871931196e-05,-4.299608741800536e-05,0.00011768294396815638,6.491703808366715e-05,-7.856661501715861e-05,0.00015765269063617175
32,2.790375011835677e-05,6.955930284289216e-05,2.3520494519228577e-05,4.205536619770696e-05,5.8065785917644746e-05,4.878300792440008e-05
33,4.809133976525212e-06,1.0414649078152548e-05,6.628072100429148e-05,-4.809919774054767e-06,-6.612301051250477e-05,-1.7656630492271593e-05
34,2.183744461895721e-05,0.0002757936121996134,-0.000217800093377874,0.00012786935639747115,-5.996712162310056e-05,-2.8638115984279065e-05
35,-2.8820890600616023e-05,-0.00022883736668021448,0.00028477412215117807,-8.504226161174408e-05,7.461234604235715e-05,-6.658584394166887e-05
36,2.1154510154187165e-05,5.0112632437807315e-05,2.6249009066844313e-05,-0.00031055609453063026,-3.63925265489284e-05,5.9227044984101385e-05
37,0.000111383799283516,-3.746434019687952e-05,8.417354582733336e-05,4.7082668479128864e-05,-0.00017400158195550694,7.195173622312117e-05
38,-0.0001548743320946306,-1.7485286343905648e-05,0.00024779934102267786,-8.04349435246448e-05,-4.3471583365755765e-05,5.014535187511569e-05
39,-1.332013053723877e-05,-2.7115396959940105e-05,0.00023034412997729396,2.1354061031667105e-05,-9.1505674562512e-05,3.095626904245479e-05
40,-1.1078008137662176e-06,-0.0001472097186039069,-0.00023131141528719983,9.378167552449756e-05,-0.00012082194744596856,1.2369334841907171e-05
41,9.184114504498103e-05,-8.780005356054978e-06,-6.273467592588855e-08,9.983651298351828e-05,2.4683174808525495e-05,6.089325777815381e-05
42,8.69418402816333e-05,-5.201175799032211e-05,0.0003637722244179379,-4.112746436100846e-05,-0.00023595822725664856,-6.92142000373151e-05
43,7.400928000391043e-05,2.4154526386207435e-05,0.0003860373381547352,-4.8580072296189176e-05,-0.00022241215351931037,-6.703390048013977e-05
44,-6.410463971179833e-05,-0.00012304290717399355,0.00020657119205287584,-0.00013763779854722116,2.338807417498237e-05,9.851277895877215e-05
45,6.964488214176428e-05,1.2871728015695989e-05,-0.00016243700353044065,3.6354538342608815e-07,7.787248899175502e-05,-4.051115340347943e-05
46,-9.31517467099345e-06,9.69504512789344e-05,-5.492924148372562e-05,-0.000389429374662596,0.00020761067420933303,-2.2438377397236052e-05
47,-0.00021116580735939313,0.00021901706702979565,0.00012082420771929913,-4.257340296154501e-05,0.00010847538281148712,0.0002787430438552413
48,5.8283215402441175e-05,-3.082164220510155e-05,0.00013571771174321245,0.00020248834587528817,4.1684504723276976e-05,0.00018757599995600753
49,0.00014470284320909334,7.116117295193871e-06,-4.2330729435444646e-05,3.2314671517578024e-05,-0.00010021764198787782,5.0872011817465724e-06
50,-8.057303060378816e-05,-3.4890918808627075e-05,-6.71014990667176e-05,8.246279662357621e-05,-0.0001886530856921389,-7.15931913852068e-05
51,7.571647792417065e-05,6.39614063260094e-05,-1.185018896702712e-05,-4.187574104034077e-06,-2.9218656778017185e-05,7.764301247151917e-05
52,-4.0335790970974237e-07,-1.79044415666297e-05,9.817611161603042e-07,4.924807353474459e-05,-0.0001092686833941608,8.528654010594786e-06
53,-5.598386242178934e-06,-2.44822431700622e-05,0.00019568363549691504,7.814007431479555e-05,-7.345748988274018e-05,-0.00018514362795699177
54,2.2101472312360487e-05,0.00013517578957050893,-0.00018519402226859543,7.471910655155996e-05,-0.0002104051193981299,-0.0002265376559599606
55,-0.00013005824675443433,-4.71267106467443e-05,0.00011194365278678027,-9.65938327294487e-06,1.9280907063337857e-05,3.3968558111650005e-05
56,2.425353578830558e-06,-1.9036414600332404e-05,4.329484473173379e-05,-8.08390964998242e-05,-5.351478235462871e-05,4.514322704748853e-05
57,-2.414506949170574e-05,5.1801130191631755e-05,9.91579856519964e-05,7.380122273170354e-05,2.533072346463836e-05,0.00014617997074351115
58,0.00022357528538355392,4.30027335532336e-05,0.00012861346654446595,9.04365869065633e-05,-4.961003881829399e-05,-7.475333821665494e-05
59,4.7828114231758584e-05,1.185120446148167e-06,-2.751795046044263e-05,-9.067662458815231e-05,-0.0001649484164032945,8.141059934834113e-05
60,2.3320922630182253e-05,0.0001969530901578774,3.687069591803525e-05,0.00011309473748303754,-7.872693577886278e-06,-6.651834842824923e-05
61,5.619330721988741e-05,5.4740540176862265e-06,-0.0001998516764496523,-2.309484454667488e-05,-4.586363922030972e-05,-5.708178870033085e-05
62,-0.0001404126022598526,4.911147557174053e-05,-9.105728862929867e-06,4.250659680364974e-05,4.933606261048471e-06,-1.0825456453380172e-05
63,0.0001107435861393159,-1.2738410954705648e-05,3.2315826927361064e-05,-7.159526210108985e-05,9.11087362456692e-05,7.167781895475446e-05
64,-1.7384025408445169e-06,7.942571354329222e-05,0.0001953895795548187,0.00010296547746269788,-8.872987148755043e-05,-3.391379269528187e-05
65,6.216174189870255e-05,-6.918293691132027e-08,-3.510012373893274e-05,0.0002419000083374808,-1.8847629715158264e-05,2.8271497633641465e-05
66,-1.0536343798039334e-05,1.2481871552497456e-05,0.00014616181375369232,-0.0001474977362914808,0.00010036167906927822,-4.069339569565606e-05
67,0.00011178146860003348,2.464671128894551e-05,-4.670658086473866e-05,8.476219215468133e-05,9.229014388119998e-05,-6.875373780134261e-08
68,9.567522562161705e-05,-0.00011966695552821288,-3.839400085074242e-05,2.6540692024529393e-05,-1.3965871063283514e-05,-3.021561564786579e-05
69,0.00012015261132231708,-0.00012436918927118194,-2.737868995173716e-05,-6.77337400295761e-05,-8.925399915031044e-05,-4.345287686155028e-05
70,0.0002001692473630553,-5.8535595329689545e-05,-1.3292922249387025e-05,0.00013301007044765476,1.5712098804836377e-05,2.283160163739789e-05
71,0.00015036874547434022,-9.983349349163885e-06,-0.000186353641501232,1.7736399664931606e-05,1.7310172783518025e-05,7.784535262600009e-05
72,-0.0001019318495461644,-3.063333540300785e-05,-0.00014689080216415996,-8.11923958068589e-05,-0.00020195736648001336,9.772584062378582e-05
73,6.451565677378857e-05,-3.442126382284377e-05,-0.0002602980623161226,-4.1084100808557514e-05,1.5392260237962636e-05,-4.3329006131914954e-05
74,6.0488945625432106e-05,-5.808539724980264e-06,-8.023601754448712e-07,6.240010319892044e-07,-0.0001025209187867676,-1.1732359070038489e-05
75,5.9572875784849865e-05,-6.997555493833413e-05,-7.305393769471642e-05,6.601486987940059e-05,-0.00011070044982321056,0.00013377455937025468
76,8.288295512402904e-05,-5.6768041172806995e-05,-8.671176877451593e-05,-2.3818546463261033e-05,5.642529363745756e-05,-0.0001304948285557338
77,-5.415751523458163e-05,7.764537341995742e-05,-0.0003058507335534416,-3.7648275807774944e-05,4.952955977632565e-06,-2.2508644083920725e-05
78,0.00014566223495070713,-4.624504516280912e-05,-0.00015144666204965125,-1.5431556911352167e-05,-3.216207040433328e-05,-2.564065137872956e-05
79,-7.548120394607578e-05,0.00011467133339800023,-0.0001244587828517661,0.00010274661881356652,0.000248141895922843,-0.00014077644414832511
80,6.525380606451016e-05,0.00010763724499234038,0.00020034254751734047,6.222635905453484e-05,-5.687253158683184e-05,-1.245189405839119e-06
81,-4.459896830618571e-06,-7.761050143281543e-05,0.0005932740814800757,-0.00010059377825783166,0.00013304495590187805,0.00023638306468349283
82,8.70121663004347e-06,-3.0520722960572815e-05,0.00016461933041170797,0.00013957422269111818,4.9612321896508565e-05,-5.51029428918402e-06
83,0.00019026041812564092,-0.00011988189637464768,0.0001940497054364374,-0.0002488940921478138,8.274907113051821e-05,4.563574644230123e-05
84,7.623480189209323e-05,-1.1834780241889016e-05,-5.101835990266517e-05,-2.0231830457358212e-05,1.4754414154075556e-05,-0.00018653114805382355
85,8.712864383621406e-06,0.0001057436634995378,-0.00023131394286485707,1.7240788504412345e-05,0.00015822107522910737,-0.00011833958256515607
86,-2.0424795643343144e-05,-9.394475982770314e-05,5.085510627447297e-05,6.429124999332494e-07,2.428780285208802e-05,-1.8676674095199435e-05
87,-2.572756251413233e-05,9.054350198477147e-06,-0.0001456696944694865,7.002431915619132e-06,-1.0707006869669526e-05,-6.138018452897592e-05
88,-6.733982728100706e-05,-0.00012554016236693876,-0.0004733637516071681,1.6606634907016183e-05,9.233673968738126e-05,-2.3776362818336353e-05
89,9.096862490804044e-05,-5.6717752697623335e-06,-2.0120266459286527e-05,-3.2399871266437156e-05,-7.32603724834543e-05,3.939865434604062e-05
90,-5.356863937251601e-05,-3.2902366480264075e-05,0.00016888035790493398,-0.00013711221972099205,-1.3587151168243253e-06,-2.7994752829475716e-05
91,7.102737335864178e-05,4.021017499460637e-05,0.0002586705097368008,-0.00011348909014951282,-6.0763608997376177e-05,-5.544183332731303e-05
92,9.695995031240631e-05,-1.4299948351582104e-05,8.759054581717953e-05,6.035754470309241e-05,0.00013474133225029015,3.935511012614764e-05
93,0.000147748322834261,3.064691072565645e-06,0.00019286310036996284,-1.046628950338427e-05,-2.6656013415247022e-06,8.993548032835379e-05
94,6.648548747351033e-05,-0.000135811415746691,-0.0003587318952373708,1.0729330638574196e-05,8.703547860762862e-05,0.00019147482720062347
95,6.649179867921053e-05,-9.675276243767884e-05,-1.8095519015530168e-05,-0.00018405775519733563,-9.631820799301136e-05,7.925067466426555e-05
96,1.4719067320421194e-05,2.419770837742719e-05,1.2496298790713896e-05,3.4161857118886866e-05,-7.958670290227606e-05,1.6244958003408707e-05
97,-8.521930058166024e-06,-0.00010428646056445968,9.441656485100854e-05,-0.00023611378565351336,0.0002702628671476421,-0.00016161884280450087
98,7.2904949010566664e-06,3.192105356509412e-05,0.00013027989974139504,2.055917260276894e-05,0.00014748913983945788,2.5113334481922223e-05
99,-6.506199194545649e-05,5.905252623451927e-05,-3.0491330638704624e-05,6.457005714777256e-05,7.555124547076886e-05,-5.709845905186429e-05
100,8.495136824840721e-05,5.15023147347688e-05,3.3337084555994215e-05,-3.120096455966435e-05,3.083229673386295e-05,-0.00014375699802128192
101,-8.596749615492366e-05,0.0001013416371565438,-4.514838068881579e-05,0.00018691551707704964,2.0612744434947817e-05,-7.545123603990916e-05
102,3.2801146877789526e-05,2.2468885736381503e-05,0.0002762558704640597,-8.271076294227777e-05,9.032726710097426e-05,-0.00011518865552038082
103,7.553551088778225e-05,5.6609100243011936e-05,-8.717765593304288e-05,-2.4149818635303702e-05,5.287608373891231e-05,-0.00015758170792820586
104,-4.731450531297948e-05,0.00027255416786644697,-0.00025101843248966543,-2.634610578839944e-05,5.892608321838565e-05,0.000172241357969628
105,-4.998438435086009e-05,2.305319752165836e-05,0.0002689205876334895,7.471286066990412e-06,-3.8604231895976385e-05,-0.0001896219993261
106,7.975326392199588e-05,0.00014351776165303208,7.912912219998935e-05,8.485716016446234e-05,1.7929672252544095e-05,3.320291274382907e-05
107,8.823634621765288e-05,3.622881739443884e-05,0.0001260231152962787,9.277140755296236e-05,3.1961040123471665e-05,-5.079639301111022e-05
108,0.0001004653888058198,7.06926251896844e-07,-0.0004569121744609326,5.416413981729037e-05,-0.00010832542883930642,-0.00017137606123495872
109,-8.985957089806224e-05,-4.5479172212534275e-05,2.2790588564448647e-05,2.2852750312330825e-05,-0.00022845135155867948,-3.2247312659518215e-05
110,9.556910478010044e-05,-8.400767809187124e-05,0.00018624179110474708,-3.718872121634653e-05,0.00029097400018590185,6.573630583916254e-05
111,-6.494939133955523e-05,-0.0003277151442607326,-0.00019077186897923103,0.00015934355946427484,9.6370321831198e-05,7.975205753444138e-05
112,8.646098809786775e-05,3.2854146721692515e-05,-0.00028768403478790353,-5.7611425383874346e-05,-3.300917325950929e-05,-6.888869067921363e-05
113,-9.565632977578152e-05,0.0001235285472133546,6.921756721440968e-05,6.359618149542299e-05,0.00017654459129668685,-0.00017742132950436643
114,7.78690812623326e-05,2.1265051077121018e-06,8.536343330424141e-05,-6.325678086854698e-05,-1.9418376615187173e-05,-6.578858106937949e-05
115,0.00011365254701400766,-2.3319804006634583e-05,0.00014523507622762346,5.771930209343054e-05,9.25539249244746e-05,-0.00015746395257268267
116,-9.598225671710552e-05,6.879030692207227e-05,0.00018041324835495412,-0.00017387133708870708,0.0002650525109057709,2.706112228158411e-05
117,-7.315383889785436e-05,5.036316062905519e-05,-0.0003965197676142416,5.663636804981048e-05,0.00019372087390103697,2.342622863738069e-05
118,1.8046607494550347e-05,-0.00010271747306378832,-0.0003279408392022491,0.00010953937093746992,0.00020387812725571552,-0.00012742865025510856
119,-0.0001114116885604136,-8.481884782204919e-05,-5.266950397990742e-05,2.361328274950794e-05,0.00018359778176908528,0.00011550686545897868
120,0.00014993921191546535,7.01639022791457e-05,-6.719990271510244e-05,-3.203041826607683e-05,7.627357739110531e-05,0.00011314087889992315
121,-4.268756958709125e-05,-4.893010952803793e-06,-2.492232270950257e-05,-5.488264328804071e-05,6.505124215876069e-06,5.694739131816215e-05
122,-1.7219178724363164e-06,4.854580356209793e-05,4.239990152449823e-05,-9.416760304853776e-05,-1.303718489801794e-05,-0.00010383453350427289
123,4.036502539758083e-05,2.7178336242499975e-05,-3.1756416402961155e-06,0.00019602878079726845,0.00010212772539859294,1.2935918443636391e-05
124,9.94487614160778e-05,-1.639547897585338e-05,3.0158123528437735e-05,9.691245486308215e-06,4.5484801577650515e-05,-2.757219839964372e-05
125,-0.0001855714944395239,-2.1549038015682473e-05,2.424253571470179e-05,6.558270204428731e-05,-5.6061705994271715e-05,0.00011437881864919506
126,9.778322824503948e-05,2.3323907784599648e-05,0.00018297318239283823,3.285013877100234e-05,-4.0090287398329206e-05,6.059478687488682e-05
127,-0.00013149646855201478,-0.00010507526304618956,0.00015544163253854002,-4.365551147022974e-05,3.995745713690427e-05,-0.00016149912783744097
128,-8.092738137928578e-05,3.641295376526687e-05,1.6526424468909278e-05,0.00013510462390353445,-0.00015408494064372293,0.0003272576944166717
129,3.3238606807104275e-05,-5.213263886791171e-05,0.0001574802150813219,8.605169658325102e-05,-5.388590129598948e-05,-7.427836433810169e-05
130,0.00010637259551785976,-0.00013444615059020337,-0.00013587813237503802,-0.0001694020780303992,0.00012841160645432276,-3.390676089231916e-05
131,1.735050639075445e-05,-2.058848494642244e-05,0.00012236848798341198,6.421125639620381e-05,2.700378036386523e-05,6.439662775311423e-05
132,-0.00021151244446080013,-2.1512648709262567e-06,-0.00013405116747983395,1.831116794107128e-05,-8.838913209761394e-06,0.00010727601387019902
133,0.00015083559916720976,3.688832744035294e-05,-0.00019019721027696763,6.575348161569076e-05,-4.025579424160546e-05,7.438442755552951e-05
134,5.31135509629062e-05,-4.190068435906923e-05,-0.0007223132147989138,-7.393589917330496e-05,8.869512902353421e-05,9.89976752584494e-05
135,0.00010874005215979109,-6.690303496448532e-05,0.00028877587766231903,-9.857158514164314e-05,0.00010026854218988068,-1.8900699654302873e-05
136,1.2369201803973973e-05,-3.373802422087089e-05,-0.0002089347455375959,-3.880959956115879e-05,-3.364519417995828e-05,-3.430041132796185e-05
137,-9.027278514880471e-05,-1.3592805302052335e-05,0.00020951047564216809,8.990231445545655e-05,0.0001809488348883109,-7.576456821866799e-05
138,0.00011077115356462868,-1.3640844048976848e-05,0.00017107667672993713,2.51546731652813e-05,-8.524610825018836e-05,0.0001335030928416017
139,5.617959745440313e-05,1.6543299480755838e-05,0.00016901980003037137,7.50747402392679e-05,4.155305598219924e-06,-2.0251119054713647e-06
140,-1.4001324840750062e-05,-5.1261507836389575e-05,-0.00010000454889272096,4.4362580378721034e-05,6.048020889266079e-05,-0.0001230164129977229
141,-2.2723260724215873e-06,3.116654505915613e-05,-3.92408940378516e-05,8.213447596093315e-06,-0.0001178015669430362,0.00019251909983605104
142,-6.348595071365357e-06,0.00017409906655127945,0.00021006640378665384,6.159846363360242e-05,-0.0002451675658789313,7.478254514849792e-05
143,3.965548099469758e-05,-2.498443706134896e-05,1.74553510169782e-05,-9.208112104372404e-05,4.341196796223669e-05,8.608760512133973e-05
144,3.520444811601409e-05,2.293474637869799e-05,-0.0002582653625453444,6.969743118394968e-05,-8.046873673991343e-06,-0.00011322833971290568
145,-5.579929281413218e-05,-6.797231007207272e-05,5.766629569832391e-05,-1.6471869543964853e-05,9.39026250373717e-05,5.481126760340337e-05
146,0.00011211982047983768,6.35471996326843e-05,-0.0001289242628958569,-5.767585603650493e-05,0.00023413923032444115,9.6968171713909e-05
147,-3.093250208259505e-05,-7.549300657367389e-06,-0.0003961465086122895,-7.710137620674456e-05,-0.000103055607706511,4.2757929857767984e-05
148,1.2837878479653047e-06,-4.339798749076829e-05,-8.145954939032727e-05,0.00011707119256622134,-2.605698183587133e-05,8.219590146118143e-05
