step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_lr1e-6-rollout_corr/log_ppl_abs_diff_step
153,0.0005227046923992443,0.001053799036136687,0.0006513029969848902,0.0006751491560169684,0.001953992760112063,0.0008131216614980407,0.000520581117981285
154,0.0005583809281796718,0.0014165915754780318,0.0006508345090767806,0.0006662997870340145,0.0019656470584759147,0.0009388871475557396,0.0005296198950370462
155,0.0005471184231932316,0.0011277035798518294,0.0006511940128348214,0.0007366538124099351,0.0019581625635440173,0.0009635202808313744,0.0005101652809318895
156,0.0005274864816307118,0.0011377488807283952,0.0006472330620454159,0.000689572082925091,0.001953446346585854,0.0009329741234458716,0.0005045193884382714
157,0.0005215730365567392,0.001226874228627932,0.0006146532105276492,0.0006315643162121308,0.0019193740727832147,0.0010656753546837454,0.0005196207888323107
158,0.0005984246824612326,0.001446896786702138,0.000721350940375487,0.0006717735378452046,0.0019082666843374051,0.0008592405090598203,0.0005167901206093391
159,0.0006086645044412026,0.0017877433846089324,0.0006580792970453331,0.0007176685045297269,0.001988265965617477,0.0010094328067362917,0.0005296396469762648
160,0.0005389180524130203,0.001646340243474342,0.0006805332928240936,0.0006384756570913028,0.0019941558267520224,0.0010625511705174258,0.000521510504433153
161,0.0005295201590776006,0.0013014845074697707,0.000631247011870073,0.0006921273979536462,0.001991201079237789,0.0008831224957826965,0.0005282500546376181
162,0.0005784044322074176,0.001456815443383502,0.0006490856146563985,0.0007179872267702844,0.0019678893112103214,0.0010814772812019718,0.0005445991412082495
163,0.0005292855467554805,0.001506903914188032,0.00068727640827114,0.000689942702484543,0.001909424142569252,0.0011021787983433269,0.0005061993349247334
164,0.0006044894674769006,0.0017550661927171775,0.00064455443000617,0.0006779464106662866,0.001931607382045643,0.001058568818734784,0.0005154863098141505
165,0.0006481585768788614,0.001616476183988363,0.0007269133777201107,0.0007002601630574645,0.001936373369093856,0.0010477744542020612,0.0005306748374310058
166,0.0005992945770696857,0.001689859955066905,0.0006797474834935489,0.0007159450102508778,0.001942771684358983,0.0009704205168335732,0.0004985611309686127
167,0.0005664848271667974,0.001548193369573077,0.0006575246212051775,0.0006735148244429597,0.001956492008563752,0.000889300515429864,0.0005310364868893049
168,0.0005849091805776837,0.001797182936957626,0.0005856358721530342,0.0006516861147412618,0.0019199563469252704,0.0009562884670865674,0.0004978982811484169
169,0.0005870770260356183,0.0039262824802979894,0.0006721496929212417,0.0006872754896593084,0.0019121156229837716,0.00092792901467051,0.0005143270377759888
170,0.0005883610037493608,0.001105471292829223,0.000668352884620218,0.0006785589094717926,0.0019026786188381568,0.0008368995032368629,0.000525329719371134
171,0.0005348482530150379,0.001015223859766316,0.0006326870847260579,0.0006649680577042586,0.0019218078938842331,0.0007588308185933234,0.0004757868745818504
172,0.0005525322686870433,0.0013732587721801308,0.0006428018595897811,0.0006569978725209418,0.0019051350129302592,0.0007667203422976814,0.0005254311062296773
173,0.0006100316563012112,0.0015267179700690866,0.0006413963526938459,0.0007408701205222737,0.0019858356106190263,0.0007487897734689695,0.0004990159740053649
174,0.0005665344173004476,0.001461807123064318,0.0006351018245195086,0.0007206523872055852,0.0018864991894412425,0.0007840538060206555,0.0005132085657231457
175,0.0006064073062944085,0.0009686560597595204,0.0006921930918906583,0.0006875367953831475,0.001934155423650289,0.0008142400711644874,0.0005119793175254017
176,0.0005773358393959089,0.0008074962402323157,0.0006513019291787714,0.0006598554190791869,0.0019658839272808344,0.0008762741273636089,0.0005295578636120095
177,0.0006315224332289157,0.0008395505384151739,0.0007099036768359395,0.0006643012688766161,0.0019309269302993928,0.0008930832639867562,0.0005207664692748307
178,0.0005590001463298739,0.0008853282419295283,0.0006694023855916818,0.0006632653075939743,0.0018980805566638653,0.0008184857393327706,0.0004751643750634498
179,0.0005818830579647468,0.0009595542462742892,0.0006350522453885787,0.0006644905945656567,0.001895435533228782,0.0007801337572244747,0.0004906387160573152
180,0.0005700155292669119,0.0010359549068743943,0.0006687876166324713,0.0006699190590752107,0.0019436421890055673,0.0007483240020203242,0.00047043621504729217
181,0.0005717588864648686,0.0012475952600016172,0.000655344582582984,0.0007099685379039218,0.0018897280951346,0.000784283571904424,0.0005318110102421457
182,0.0005636735504378434,0.0007117729123274331,0.0006359293189988664,0.0006772384825862467,0.001880174595123482,0.000790733883545529,0.0005138552802763067
183,0.0005621386363123921,0.0008546785734870354,0.0006115876733929326,0.0006784275910831639,0.0018748231637856047,0.0008557969687027859,0.0005242854155914904
184,0.0005957682646911097,0.0007792893401710898,0.0006066614783321711,0.0007142099126745384,0.00188264858743016,0.0008129555982040157,0.0005182015079046525
185,0.000556537998580184,0.00079052089002289,0.0005862005266862979,0.000716253784802819,0.0019719489311242023,0.0008349107321919292,0.00048685305301256047
186,0.0005935539945658959,0.0006817330491503526,0.0006255093861000204,0.0007194308663889476,0.001900077179470827,0.0008045723231690418,0.0005467240881069516
187,0.0006139842110401549,0.0008045463218877558,0.0006267140946420114,0.0007197758373184202,0.001911829954617893,0.000810197657380701,0.0005127477633727216
188,0.0006455423645516127,0.0005641269970546287,0.0006128317704265514,0.0006832946286604882,0.0018814028212070855,0.0008296335447539605,0.0005289479136081354
189,0.0006009577960607462,0.0005711902051734796,0.000622633729454676,0.0006588034838056377,0.0018710450214498185,0.000812071067907419,0.0004947116309464233
190,0.0006520637924127403,0.0005533645494142547,0.0006193489427806483,0.0007788731722112888,0.0018627284204258635,0.0008494859790365202,0.0005293118788973221
191,0.0005811376459383783,0.0005788799652145827,0.0005946890750038154,0.0007182438360662976,0.0018455383178661575,0.0009335507849677828,0.0005355564687880886
192,0.0005985022576909572,0.0005032858980121091,0.0006055230120355624,0.0006934822129043696,0.0019380001732232895,0.0008646447444486208,0.0004907373040384156
193,0.0006296680210919188,0.0005621662096382352,0.0005933356479501873,0.000737276758586218,0.001904205364339492,0.0007506067386009121,0.0005246446544579403
194,0.0006035683127265656,0.0005004484916025831,0.0005998023836495815,0.0006879619789039928,0.0019275931751026824,0.0007998105373073796,0.0005048865932143311
195,0.0005916489709506561,0.0005228453815731222,0.0006005824901421875,0.0006328789958884458,0.0019440136192398231,0.0008977052446662919,0.000531101850798665
196,0.0005891567762751592,0.0005222463539087353,0.0006010111413094663,0.0007230679458106434,0.001836886914767974,0.0007860211321409831,0.0005316305027008639
197,0.0006049620900057562,0.0005219012094490814,0.0006056390383037069,0.0007115855843399321,0.0018686868670420831,0.0009010671819024454,0.0005081895368285976
198,0.0005598492851147187,0.0005073344769967931,0.0006098008553592427,0.0006892836410191773,0.0018530014683218563,0.0009545168347606456,0.0005131632929796501
199,0.0005658494161119651,0.0004702060629858385,0.0005951356135217172,0.0006921242628356218,0.0019118584254208732,0.0008323188341240563,0.00048527645485346265
200,0.0005865093460215576,0.0004885140024008741,0.000609985806033542,0.0007038879043648194,0.001998295678811915,0.0007979393263171501,0.0005243190691493914
201,0.0005904966080725856,0.0005015007840214552,0.0005798446213486299,0.000672103157621282,0.0019361560835557824,0.0009221613941685685,0.0004912111503822067
202,0.000598522745176091,0.0005119480822065305,0.0005946278796368144,0.0007289246242924656,0.0019077079883520157,0.0008727180110841089,0.0005165731105453466
203,0.0005904251359295033,0.0005003298732070241,0.0006103138176712957,0.00076574290269068,0.0020166839872087752,0.0008769258614517061,0.0005049485530687687
204,0.0006039473407456951,0.0005852894106384257,0.0005950605784944076,0.0006695475165294986,0.001833075109650107,0.0008093151016351919,0.0004990748801614437
205,0.000650529218502215,0.0004871241774506214,0.0005948442618059094,0.000710200034349285,0.001929008785416098,0.0008813379217826878,0.0005724010614741067
206,0.0006078558408595066,0.0005349521290082959,0.0005968796904198825,0.0006942234251089923,0.0019542281178460603,0.0008625824695048901,0.0005282927415979238
207,0.0006273389089283927,0.00049959518195532,0.0006080152022882319,0.000768692388502553,0.0020511695316859655,0.0008387498596262462,0.0005509800413294995
208,0.0005724745843465263,0.0004924413232469373,0.0006110710794526439,0.0007139873239959178,0.001963413813534905,0.0008266438281184078,0.000519935362927544
209,0.0006336945293696772,0.0005681292755576174,0.0005940998168755739,0.0007337226086499206,0.0019457725917591767,0.000832673965967181,0.0005349506501826565
210,0.0006019061327692942,0.0005087175189063683,0.0005763926436177119,0.0007276357182490756,0.00187418916646172,0.0008007795609459704,0.0004979466711807707
211,0.0006173159465106437,0.0004586511948690276,0.0005650385434516162,0.000763183350500185,0.0022335869925362724,0.0008959172518271688,0.0005440716899173774
212,0.0006640644090156256,0.0004798305724644133,0.0006005847558948777,0.0007757946413924153,0.0019540997112498563,0.00086104389025753,0.0005376545352704945
213,0.000625096755313626,0.000490843103265164,0.0005741470307095204,0.000665267377350822,0.0018898450276430916,0.0007717682765549702,0.0004993615474859325
214,0.0006223716390661316,0.00042875038305448303,0.000581907391692353,0.0007159617352742718,0.0018893603016348448,0.0007436429481954706,0.00055083639977056
215,0.0006128114250381392,0.0004443813383019275,0.0006030238928360632,0.0006886269054368975,0.001873637091634781,0.0007180972279870316,0.0005444863022364045
216,0.0006138196135324483,0.0004508958019229154,0.0006261968418385084,0.0007504561185452898,0.0018807645065512936,0.0007595274561357325,0.0005331750632266401
217,0.0006581203415407799,0.0004705745819861746,0.0005870978565822456,0.0007163019979279217,0.0018917906197726331,0.0007958517975992513,0.000515251819443189
218,0.0006504704346991188,0.00047933196526207247,0.0005957073811765036,0.000740422213574574,0.0018942293853485097,0.0007975162948052154,0.0005173188762300258
219,0.0006372566576260397,0.00043998403846975026,0.000579107242959832,0.0006664910425718327,0.0018892483937783416,0.0008259210909718023,0.0005308015136961331
220,0.0006283299533606623,0.0004991252596305963,0.0005691413045745073,0.0007490371900890157,0.0018918795738665556,0.0008653080550717045,0.0005187762502373517
221,0.0006055684276450448,0.00045360019272198704,0.0005865660967339699,0.0006858914356027611,0.001896311693240987,0.0008520917700612548,0.000525450711575104
222,0.0006548113855387782,0.0005146666352949844,0.0005581589659414022,0.000723817559087048,0.0018530316455959992,0.0009105474249508916,0.0005113247229246553
223,0.0006107439947386627,0.0004515001751146715,0.0005586151550418931,0.0006795475952788944,0.0018763848963905783,0.0008678399213143469,0.0005143768872130749
224,0.0006346181176252829,0.0004469889248513128,0.0005893190712716508,0.0007751595212539542,0.0018773035726685457,0.0008163089595958202,0.000568628261135018
225,0.0006136733256603404,0.00048252770413152274,0.000585968008695288,0.0007778305834191004,0.001862778833934239,0.0008466222668251552,0.000536910709202997
226,0.0005973189747583959,0.00048147275319260425,0.0005809006537632274,0.0007412312002915397,0.0019237767247592705,0.0007191825293754542,0.0005360674346631736
227,0.0006659361157289823,0.0004701853693371016,0.0005633188204476689,0.0008058074866333533,0.0018775936435250675,0.0007712312106302003,0.0005355900072907772
228,0.0006362205768482454,0.000439638195951341,0.0005804384663254798,0.0008117389917843379,0.0018538482048932243,0.0007933658161315785,0.0005145927512458934
229,0.0006150273014920857,0.0004926773422758506,0.0005711449103807314,0.0007297486807312288,0.0018823523731792671,0.0007321136116236934,0.0005267818083893872
230,0.0006359206132268499,0.00048107420006662896,0.0005582394938958006,0.0007499610622868535,0.001881809745516096,0.0008257080789538426,0.0004949907943671682
231,0.00065808972335617,0.00046841756024891594,0.0005733324922568335,0.0007309898529373723,0.0019363462924957275,0.0007706441059553981,0.0005812769640646078
232,0.0006325945979369863,0.0004377810464238455,0.0005597712275610558,0.0007268362866831689,0.0019025932187619417,0.000768459178213258,0.0005868491064120462
233,0.0005964997085117686,0.0004909453455184121,0.0005755982685210862,0.0007937683968438333,0.00187650237764631,0.0007745593614458812,0.000566232774429876
234,0.0006692105243210359,0.0004988431684506833,0.0006301601451200027,0.0007819138741896578,0.0018593575273241317,0.0007962544495588494,0.0005603373840226835
235,0.0007176798415555921,0.0004900383112019174,0.000582378012696545,0.0008004698447409684,0.0019395411014556884,0.0008385740530911789,0.0005500098322715386
236,0.0006495704390545142,0.0004816323839467832,0.0005668610212870547,0.0007271273626346639,0.0019308226449148997,0.00080126401901263,0.0005760048973180737
237,0.0006305141841249468,0.0005052496912193655,0.000563364384227801,0.0007749955090286337,0.002022058648221633,0.0008308868481417078,0.0005404132850740914
238,0.0008386459809023505,0.0004679222002205615,0.0005681757257598504,0.0008009267263798054,0.001825312481207006,0.0007480367408529023,0.0005685118152493823
239,0.0006126637217676034,0.0004600039797642913,0.0006014751442228811,0.0007789775305152741,0.001898220356772928,0.0007557175429680613,0.0005940077336163086
240,0.0006343794726630081,0.0004975188001194679,0.0005754772995884238,0.0007320308008357559,0.0020733926977430073,0.0007816512479621451,0.0005667481716859344
241,0.0006233121227751326,0.0004479062493621975,0.0005793539050335477,0.0007248232939838834,0.001918867230415344,0.0007924130688978967,0.000570389529553052
242,0.000636150940135849,0.0004705636919847426,0.000551503596935535,0.0007591688088638854,0.001880563357297112,0.0008436979874568351,0.0005776094901193574
243,0.0006445948504449461,0.00044847471338437537,0.0005488209743715641,0.000704337444120837,0.00188999403925503,0.0007486736907454682,0.0005576551468493562
244,0.0006798709734564025,0.0004366157484169393,0.0005700663734300871,0.0008045399788055121,0.0018631483827318465,0.0007075973764371798,0.0005634446375257245
245,0.0006552438753248843,0.0004358744228056821,0.0005655724914339027,0.0007223492146460393,0.0018468749695929928,0.0007651367836493031,0.0006009293924080338
246,0.0006083778431730025,0.0004650155205095432,0.0005654694207449844,0.0007305821159413674,0.001930147409439087,0.0008150527697195614,0.0006052364150101701
247,0.0006619402746974418,0.00046336683917296906,0.0005951667070472798,0.0007981098204381429,0.001888805627822876,0.0008402147032921123,0.0006408689633901351
248,0.0006875227466550244,0.0004459074960260327,0.0005888186454372079,0.0007487019326067956,0.0018917390278407505,0.0007541187895255391,0.0006658123550694558
249,0.0007015546273578365,0.0004588309923731191,0.0005684045054929515,0.0008424011263509042,0.0018855566563813584,0.0007806556006051743,0.0006510912704279212
250,0.0006989971652728855,0.00043638149161089474,0.0006033702382497029,0.0007855855341486775,0.001916535522626794,0.0007394303034708663,0.0006538639678637992
251,0.0007200104409046043,0.00044823805647269935,0.0005751361927217485,0.0007859929283916055,0.0019202274935586111,0.000731363207495843,0.0006280695435331533
252,0.0006842227725883277,0.0004742019444573339,0.0005692352383655154,0.0007824567573859692,0.001951882668903896,0.000803736153287631,0.0005710909325408955
253,0.0007092854034908668,0.0004554427992953323,0.0005866527221356096,0.0007687291294724821,0.0019490369728633336,0.000685343545026424,0.0006028555049181849
254,0.0007130651508821364,0.0004215999060761533,0.0005917369727512778,0.0007818845152076214,0.0019560396671295167,0.0008132777781891212,0.0006313416557633092
255,0.0006745074654789182,0.0004270167597057699,0.0006051975337656988,0.0008542863795680335,0.002196342604500907,0.0007419632453932606,0.0006048234734790688
256,0.0006327293892051481,0.00042851769509572225,0.0005898788874729667,0.0007906542585175864,0.001930058002471924,0.0008136428130759062,0.0006015377561001318
257,0.0006599590940140843,0.0004171483488821179,0.0006030565872216746,0.0007870715202189723,0.001923727816429691,0.0008188596149112629,0.0006109242151216824
258,0.0006508349066886391,0.0004461845492187422,0.0005759142600809133,0.0007426108370401337,0.001976742463953355,0.0007367440862422141,0.000571572885986059
259,0.0007114511038544618,0.000463568420778078,0.0005564042651051502,0.000754945340263062,0.0018916384262197155,0.0007924639561189486,0.0006061498955827311
260,0.0007235894828681921,0.0004139535039477346,0.0005888766589426572,0.0008170111934966619,0.0018977056378903596,0.0007829906550950738,0.0005709648635022151
261,0.00067873973521273,0.00041349115266619543,0.0005612994956598934,0.000715016379775658,0.001909918543221294,0.0008538098190574265,0.0005942674330760161
262,0.0006648256435605268,0.00039710160105289926,0.0005583272939179022,0.0007022855565992359,0.0020108274051121302,0.0007456419182989731,0.0005878783161422593
263,0.0006276370326022949,0.0003765109980652899,0.0005610015881150806,0.0007555750679867659,0.001931325878415789,0.0008143278818924618,0.0005882712267521129
264,0.0006351270321147239,0.00043146623143002215,0.0006050934308130013,0.0007441914116994171,0.0019474141839621725,0.0007939798471406388,0.0006087559774804947
265,0.0006912506029948418,0.0004281503308095947,0.000579410017011965,0.0006978575210774175,0.0018691636513972628,0.0007222671669700907,0.0005916620677070521
266,0.0006808521498442132,0.000462080847888325,0.0005537402677708252,0.0007600600252602775,0.001974280391420637,0.0007124393990657068,0.0005960989525479626
267,0.0006434759179683169,0.0004316873225036488,0.0005856515511238415,0.0007754824366450273,0.0019148511545998708,0.0007110940908330353,0.0005960860796492214
268,0.0006611560878612894,0.0005016168486235983,0.0005850950097055829,0.0007603769415233495,0.001907217502593994,0.0006856097559862331,0.0006121600512314115
269,0.0006995257244374155,0.00047339317624198776,0.0005733514823034403,0.0007965142988475484,0.0019086863313402449,0.0006797160749899702,0.0005991966021168549
270,0.0006971699320461201,0.0004917980074396562,0.000574200353596444,0.0007791156905858026,0.0018521572862352643,0.0006816280497332627,0.0005698142859297437
271,0.0006482293845238019,0.0005510562053613659,0.0005774867226012826,0.0007726391211136892,0.0019429496356419152,0.0007590954997727682,0.0005927587238889636
272,0.0006638330780289125,0.0006372331043221222,0.0005591966288937493,0.0007189995750700797,0.001819821766444615,0.000735526735761081,0.0005859646250763418
273,0.0006697703965983237,0.0005895517832998718,0.0005431204269500865,0.0007390640174972676,0.0018543694700513568,0.0007216017390453124,0.0006007283905809776
274,0.0006993529695113793,0.0004956556118226477,0.0006060642322154308,0.0008603955913107105,0.0018916440681672432,0.0007312636917386381,0.0006080378988324236
275,0.0006918899097830657,0.00044383116848101576,0.0005633345215842599,0.0008148875857510906,0.0018758952617645263,0.0007000387516671725,0.0005885456016954236
276,0.0006729106514620454,0.0006223133343548791,0.0005525762034310555,0.0008197623024494129,0.0018796171460832868,0.0007423085335176438,0.0006073492958864499
277,0.0006459662364704854,0.0009212348157086888,0.0005662353131480235,0.000773009126191937,0.002054386479513986,0.0007945622589243114,0.0005974100857271808
278,0.0006522440685102993,0.0005659047983007858,0.000541308342626719,0.000786373524735811,0.001950758695602417,0.0007938926681437703,0.0005984532811836337
279,0.0006710117750571953,0.0004144328586580987,0.0005576346175941927,0.0007839495793549842,0.002026627893033235,0.0008649852773470019,0.0005515921523175692
280,0.0006973490706513985,0.0005734099949886267,0.0005852457506576188,0.0007348459309488387,0.0018981888013727523,0.0007959712407278453,0.0006284845140774115
281,0.0007167011516230559,0.0005687199945158854,0.0005848410391769083,0.0007447726090523499,0.0019368978514187577,0.0008047380781204512,0.000624343741294116
282,0.000689689251369084,0.00045219413081404607,0.0005674551642342278,0.0007420897230655431,0.001912395443235125,0.0007749941916485756,0.0005933573929218659
283,0.0006566708494314558,0.00043456474361990233,0.0005791060716960187,0.0007216965711904777,0.0018936489309583392,0.0007898485147827025,0.0005911189356340448
284,0.0006758902509762087,0.0004998724218335395,0.0005437619119696873,0.0007443497128722653,0.001967327083860125,0.0007410624696639585,0.0005935553747407632
285,0.0006670913977167833,0.00041498284247752865,0.000582310033610156,0.0007603987696711556,0.001967207023075649,0.0007079479957792501,0.0005970815128849234
286,0.0006336349437502619,0.00046719463946493834,0.0005595863880526766,0.0007729480728812632,0.001986782039914812,0.0007353983702108413,0.0006156161781859737
287,0.0006645455404872163,0.0004558973274757399,0.0005954743511716111,0.0007303376590611383,0.001955988577433995,0.0007338619263394391,0.0005827769420694751
288,0.0006836622915449344,0.0004404214851092547,0.0005802422142334676,0.0008529251315733146,0.0019949615001678468,0.0007945697264249419,0.000577278016908167
289,0.000615760020015686,0.0004521011509687493,0.0005673691502207392,0.0008467741776409335,0.001928039108003889,0.0007607218990329475,0.0005819899488642477
290,0.0006392463804331782,0.00048050423781689886,0.0005467634343470464,0.0007967876715611055,0.0018014107431684222,0.0006860964807993645,0.0005881047542587973
291,0.0006363680720824049,0.0004661289104917206,0.0005767997682120214,0.000746587358207762,0.0020093704972948346,0.0006829165690255144,0.0006108179795295367
292,0.0006814677849194451,0.00043199621424532664,0.0005708318989317853,0.0007865861612824826,0.00222815786089216,0.0007472324805348762,0.0006614961442114451
293,0.0006565005471202312,0.0005863066027431112,0.0005953948132561735,0.0007686179615929076,0.001989128759929112,0.0007987109381478969,0.000629903330903019
294,0.0006812893346250348,0.00037338902352769906,0.0005586997033126615,0.0007383599154792969,0.0020922141415732247,0.0007535820652333743,0.0006299359527378998
295,0.0007469430990264906,0.0003952376790913185,0.0005425520857454281,0.0007882129703316225,0.001875227689743042,0.000683205123612995,0.000669370572550916
296,0.0006521067178299545,0.0004239627652658293,0.0005557052763400688,0.0007351420598145827,0.001867830753326416,0.0006942784896310977,0.0005953186712902511
297,0.0006443724464133993,0.0004848931574274619,0.0005635824952656144,0.0008007328172728497,0.0018199716295514787,0.000678583169651069,0.0005864961591820853
298,0.0006468574055134013,0.0004765965642992598,0.0005605373210831507,0.0007635221932863109,0.0018486874444144112,0.0006857110789531121,0.0006009076690756238
299,0.0006775643324544945,0.0003230702071511126,0.0005790713242147051,0.0007724536525680984,0.00207307083266122,0.0007219253245609623,0.0006055793536162175
300,0.0006494259594147457,0.0003367854873291575,0.0005504523911482931,0.000704249590701996,0.0018851981646772745,0.000809938320917017,0.0006009320160573177
